name,saltiness,deck_count
The Raven's Warning,0.3,2257
Dire Undercurrents,0.3,4861
Mage Duel,0.3,1397
Cabal Interrogator,0.3,679
Shinka Gatekeeper,0.3,247
You See a Pair of Goblins,0.3,16121
Circle of Protection: Black,0.3,1039
Clash of Realities,0.3,273
"Shirei, Shizo's Caretaker",0.3,3724
Dueling Rapier,0.3,5061
Bloodcrazed Paladin,0.3,4692
Vengevine,0.3,2843
Odds // Ends,0.3,378
_____ Balls of Fire,0.3,116
Chandra's Outburst,0.3,1741
Alabaster Leech,0.3,248
Oath of Kaya,0.3,4795
Instruments of War,0.3,5942
Waste Management,0.3,2412
Gaze of Adamaro,0.3,1242
Lassoed by the Law,0.3,933
Hindering Light,0.3,15504
Death Denied,0.3,7738
Run Out of Town,0.3,411
Lost in the Mist,0.3,473
Capricious Efreet,0.3,1241
Precognition Field,0.3,5145
Herald of the Dreadhorde,0.3,1739
Anvil of Bogardan,0.3,17949
"Gimli, Mournful Avenger",0.3,3866
Parallectric Feedback,0.3,491
Azorius Herald,0.3,474
Astral Wingspan,0.3,3727
Chrome Courier,0.3,3619
Blanchwood Treefolk,0.3,174
Dire Downdraft,0.3,2017
Symbiotic Deployment,0.3,755
Skullcrack,0.3,7277
Undercity Plague,0.3,1102
Postmortem Lunge,0.3,2147
Devour Intellect,0.3,1215
The Face of Boe,0.3,3072
Archipelagore,0.3,10150
Magus Lucea Kane,0.3,5616
Leyline Phantom,0.3,141
Wing Shards,0.3,3948
Tor Wauki the Younger,0.3,12265
Dream Prowler,0.3,85
Wizard's Retort,0.3,22881
Murder of Crows,0.3,2382
Gideon's Lawkeeper,0.3,6985
Quakebringer,0.3,11880
Memory Lapse,0.3,34863
Leyline of Singularity,0.3,3739
Megatog,0.3,1695
Bubble Snare,0.3,1293
"Kentaro, the Smiling Cat",0.3,2127
"Lazav, the Multifarious",0.3,10927
"Isperia, Supreme Judge",0.3,8330
Sailor of Means,0.3,4623
Skyship Plunderer,0.3,3738
Creeperhulk,0.3,1491
Riveteers Initiate,0.3,223
Swarming of Moria,0.3,10035
Azorius Justiciar,0.3,1079
Tide Shaper,0.3,8311
Whispers of Emrakul,0.3,484
"Totentanz, Swarm Piper",0.3,8918
"Jenara, Asura of War",0.3,1673
Demoralize,0.3,797
Dregscape Sliver,0.3,7606
Fan Bearer,0.3,593
Children of Korlis,0.3,16825
Common Bond,0.3,564
Sages of the Anima,0.3,487
Faerie Swarm,0.3,2375
Courier Bat,0.3,5158
Midnight Arsonist,0.3,5175
Merrow Bonegnawer,0.3,2116
Scorching Winds,0.3,208
Abjure,0.3,15024
Phyrexian Bloodstock,0.3,57
Political Trickery,0.3,2368
Golden Demise,0.3,2186
Magus of the Bridge,0.3,1154
Gloomwidow,0.3,435
Grave Upheaval,0.3,4484
"Ben-Ben, Akki Hermit",0.3,740
Coveted Peacock,0.3,1518
Dreadwaters,0.3,2087
"Anowon, the Ruin Thief",0.3,5355
Onakke Javelineer,0.3,615
Thresher Beast,0.3,402
"Byrke, Long Ear of the Law",0.3,10257
Mindwhip Sliver,0.3,331
Unraveling Mummy,0.3,609
"Arjun, the Shifting Flame",0.3,4381
Copper-Leaf Angel,0.3,322
Bottle of Suleiman,0.3,531
Fires of Mount Doom,0.3,5283
Wishmonger,0.3,1065
Jagged-Scar Archers,0.3,13576
Mind Knives,0.3,91
Armory Automaton,0.3,4619
Geothermal Kami,0.3,419
Constricting Sliver,0.3,16045
"Slimefoot, the Stowaway",0.3,19991
Invader Parasite,0.3,1885
Wand of Wonder,0.3,52089
Noxious Gearhulk,0.3,93318
Feed the Swarm,0.3,512001
"K-9, Mark I",0.3,28679
Gold-Forged Thopteryx,0.3,39854
Sakura-Tribe Scout,0.3,29036
Jwari Disruption,0.3,35877
Wulfgar of Icewind Dale,0.3,22293
Seize the Spotlight,0.3,47261
"Satoru, the Infiltrator",0.3,23272
Great Intelligence's Plan,0.3,10269
Blast Zone,0.3,70992
Dust Bowl,0.3,15209
Inspiring Call,0.3,213017
Sunfrill Imitator,0.3,28988
Cranial Plating,0.3,52668
Alchemist's Refuge,0.3,84456
Mist-Syndicate Naga,0.3,23217
Squirrel Nest,0.3,28649
Doors of Durin,0.3,29765
"Saruman, the White Hand",0.3,23093
Shimmer Myr,0.3,82131
Sunscorch Regent,0.3,55031
Dakmor Salvage,0.3,58479
"Rix Maadi, Dungeon Palace",0.3,9434
"Lazav, Dimir Mastermind",0.3,15856
Alchemist's Retrieval,0.3,18024
Deep-Cavern Bat,0.3,8353
Spawning Kraken,0.3,29533
"Rith, Liberated Primeval",0.3,23692
Cephalid Illusionist,0.3,3962
Nadier's Nightblade,0.3,108644
"Freyalise, Llanowar's Fury",0.3,37679
"Ashad, the Lone Cyberman",0.3,4119
Urza's Workshop,0.3,42995
Ogre Slumlord,0.3,56528
Vizkopa Guildmage,0.3,28405
Argentum Armor,0.29,49288
Dread Return,0.29,155043
Trial of a Time Lord,0.29,7254
Beacon of Unrest,0.29,29095
Dazzling Sphinx,0.29,18620
Elvish Soultiller,0.29,1125
Spell Snuff,0.29,1696
Midnight Oil,0.29,2416
The Parting of the Ways,0.29,10635
Angelic Aberration,0.29,9510
Goblin Arsonist,0.29,5063
Leaden Fists,0.29,174
Virus Beetle,0.29,24397
Font of Progress,0.29,990
"Desdemona, Freedom's Edge",0.29,2651
Flickerwisp,0.29,46792
Phantasmal Image,0.29,94678
Archon of Sun's Grace,0.29,96865
Galerider Sliver,0.29,27584
Return the Favor,0.29,67435
Tyrant's Familiar,0.29,25384
Sycorax Commander,0.29,6331
Siphon Insight,0.29,28246
Siren Stormtamer,0.29,91474
"Bruna, the Fading Light",0.29,40712
Fierce Empath,0.29,52831
"Bessie, the Doctor's Roadster",0.29,5880
Ravenloft Adventurer,0.29,23175
"Etrata, Deadly Fugitive",0.29,9417
Sanctum of Ugin,0.29,37357
Ravenous Chupacabra,0.29,109253
Galvanic Iteration,0.29,32525
"Greensleeves, Maro-Sorcerer",0.29,44681
Lofty Denial,0.29,17136
River Song,0.29,5196
"Gluntch, the Bestower",0.29,22142
Fiery Inscription,0.29,89541
"Marvo, Deep Operative",0.29,6084
Throes of Chaos,0.29,20365
Raven of Fell Omens,0.29,5207
City of Brass,0.29,454957
Overrun,0.29,56547
Quartzwood Crasher,0.29,59606
Territory Forge,0.29,1331
Ghalta and Mavren,0.29,66374
Spectacular Showdown,0.29,38171
Wrap in Vigor,0.29,42021
"Kamahl, Heart of Krosa",0.29,26460
Vraska the Unseen,0.29,16584
"Raphael, Fiendish Savior",0.29,17778
Angelfire Ignition,0.29,21970
"Wyleth, Soul of Steel",0.29,15989
Darksteel Splicer,0.29,20927
Bring to Light,0.29,21110
Acidic Slime,0.29,93308
The Battle of Bywater,0.29,52513
Curiosity Crafter,0.29,49801
Dark Confidant,0.29,54523
Outrageous Robbery,0.29,18577
Banish to Another Universe,0.29,3546
Hex Parasite,0.29,18867
Phyrexian Reclamation,0.29,97915
Urza's Cave,0.29,106956
Insatiable Avarice,0.29,63217
Cerebral Confiscation,0.29,1810
The Ancient One,0.29,15191
"Feather, Radiant Arbiter",0.29,3400
Invisible Stalker,0.29,44653
Brawn,0.29,51089
Rain of Riches,0.29,53822
Binding Negotiation,0.29,1395
Expansion // Explosion,0.29,29661
Batterskull,0.29,23543
Conspiracy Unraveler,0.29,3537
Command Tower,0.29,4306208
Wooded Foothills,0.29,600078
Ichorclaw Myr,0.29,25504
Palace Siege,0.29,23321
Archaeomancer,0.29,99402
Kaya's Ghostform,0.29,114394
Diluvian Primordial,0.29,35971
Sink into Stupor,0.29,168828
Genesis Chamber,0.29,36633
Requisition Raid,0.29,48939
Saw It Coming,0.29,43171
Cloud Key,0.29,105996
"Mikaeus, the Lunarch",0.29,60228
Smuggler's Share,0.29,56544
Regal Behemoth,0.29,47412
Baron Bertram Graywater,0.29,19282
Illusionist's Gambit,0.29,23919
Strength of Night,0.29,103
Airdrop Aeronauts,0.29,201
Beamtown Beatstick,0.29,42892
Gravebind,0.29,488
Wakestone Gargoyle,0.29,3143
Forerunner of the Empire,0.29,20158
Aethermage's Touch,0.29,1204
Fight as One,0.29,8889
Proven Combatant,0.29,219
Personal Sanctuary,0.29,802
Drowner of Hope,0.29,12297
Bind,0.29,2765
Gluttonous Guest,0.29,7289
Bone Picker,0.29,1947
Fists of Ironwood,0.29,7493
Stormchaser Mage,0.29,6056
Inferno Project,0.29,1190
Eager Cadet,0.29,156
Tendrils of Despair,0.29,287
Battlewise Hoplite,0.29,479
Absolute Grace,0.29,1296
Outmaneuver,0.29,2432
Embalmed Brawler,0.29,71
"Oko, the Ringleader",0.29,6375
Braids's Frightful Return,0.29,7651
Warren Instigator,0.29,18526
Plague Mare,0.29,2918
Overgrown Estate,0.29,1244
Colossal Rattlewurm,0.29,7545
Whim of Volrath,0.29,6362
Mark of Mutiny,0.29,10312
Sever Soul,0.29,261
Kor Chant,0.29,532
Filigree Racer,0.29,3045
Enraging Licid,0.29,229
Lich's Tomb,0.29,1879
Cryptolith Fragment,0.29,24042
Arcbound Ravager,0.29,21733
Spiketail Drake,0.29,389
Charmed Stray,0.29,1306
Join Forces,0.29,693
Soldier Replica,0.29,44
Disruptive Student,0.29,1150
Holy Cow,0.29,7038
Fishliver Oil,0.29,1800
"Shabraz, the Skyshark",0.29,15602
Underdark Explorer,0.29,5020
Master Healer,0.29,157
Shakedown Heavy,0.29,15842
Experimental Overload,0.29,4390
"Jolrael, Empress of Beasts",0.29,2349
Hivis of the Scale,0.29,120
Southern Elephant,0.29,68
Verdant Force,0.29,23197
Ichthyomorphosis,0.29,4321
Dreamspoiler Witches,0.29,760
Swift Reckoning,0.29,358
Rising Miasma,0.29,199
Lady Evangela,0.29,121
Death by Dragons,0.29,1234
Stensia Masquerade,0.29,18933
Omenpath Journey,0.29,15190
Valley Rotcaller,0.29,28665
Ringskipper,0.29,2270
Heartstone,0.29,27626
Miscalculation,0.29,7189
Walking Wall,0.29,288
Talruum Champion,0.29,61
Inquisitor Greyfax,0.29,7918
Reach of Branches,0.29,4231
Arcane Melee,0.29,7157
Wingmantle Chaplain,0.29,12344
Scion of Vitu-Ghazi,0.29,911
Canyon Lurkers,0.29,99
Starfall,0.29,128
Idol of False Gods,0.29,15214
Tiller of Flesh,0.29,3712
Nihilith,0.29,3989
Confiscation Coup,0.29,11366
Sarkhan's Unsealing,0.29,16363
Assault Suit,0.29,23545
Thermopod,0.29,9037
"Genku, Future Shaper",0.29,3865
Vanishing,0.29,10198
Great Unclean One,0.29,22639
"Tazri, Beacon of Unity",0.29,773
"Ashiok, Sculptor of Fears",0.29,6616
Tajuru Preserver,0.29,6974
Markov Purifier,0.29,13519
Manic Scribe,0.29,8779
Primal Rage,0.29,16993
Goblin Locksmith,0.29,483
Wind Drake,0.29,299
Village Bell-Ringer,0.29,30810
"Lorthos, the Tidemaker",0.29,13909
Eternal Warrior,0.29,1128
Urza's Rebuff,0.29,11919
Diabolic Servitude,0.29,3324
Glorious End,0.29,8462
Neurok Invisimancer,0.29,1032
Fire Snake,0.29,159
Invert the Skies,0.29,518
Duplicant,0.29,48667
"Neheb, Dreadhorde Champion",0.29,27677
Possessed Barbarian,0.29,63
Skull Catapult,0.29,408
Mindwarper,0.29,90
Hunter Sliver,0.29,4863
Into the Story,0.29,13366
Bellowing Crier,0.29,6712
Magus of the Will,0.29,2413
Mesmerizing Benthid,0.29,5723
Tainted Sigil,0.29,7552
Manaform Hellkite,0.29,14880
Oracle's Attendants,0.29,65
Grave Peril,0.29,400
Heroic Defiance,0.29,50
Circle of Elders,0.29,817
Malignus,0.29,14817
Crown of Gondor,0.29,19582
Elder Mastery,0.29,542
"Zeriam, Golden Wind",0.29,4491
Forgehammer Centurion,0.29,941
Orator of Ojutai,0.29,5346
Tears of Valakut,0.29,302
Outland Boar,0.29,226
Exert Influence,0.29,324
Timeless Lotus,0.29,43827
Resolute Blademaster,0.29,2815
Ice Out,0.29,14816
Artistic Refusal,0.29,15329
Centaur Healer,0.29,418
Herald's Horn,0.29,364979
Blackblade Reforged,0.28,223007
Loran of the Third Path,0.28,171048
Lotus Field,0.28,74760
Selfless Savior,0.28,37239
Righteous Valkyrie,0.28,52303
Arcane Adaptation,0.28,29814
Thunderbreak Regent,0.28,35406
"Tezzeret, Artifice Master",0.28,27467
Meloku the Clouded Mirror,0.28,22976
Resculpt,0.28,132494
"Kiora, Behemoth Beckoner",0.28,46000
Lotus Vale,0.28,11091
Mordor on the March,0.28,4696
Lethal Scheme,0.28,43273
"Lathiel, the Bounteous Dawn",0.28,21979
Bottle-Cap Blast,0.28,16918
Young Deathclaws,0.28,4487
Chasm Skulker,0.28,112020
Mutated Cultist,0.28,8388
Tyrant Guard,0.28,21990
Fell Beast's Shriek,0.28,3812
Alpha Deathclaw,0.28,18166
Eternal Scourge,0.28,19818
Empty the Warrens,0.28,41804
Reclamation Sage,0.28,269404
Phyrexian Arena,0.28,458076
Snow-Covered Mountain,0.28,94603
Red Sun's Twilight,0.28,23339
Ruin Grinder,0.28,20527
"Sauron, the Necromancer",0.28,21062
Leyline Immersion,0.28,22246
"Danitha, Benalia's Hope",0.28,26697
"Yavimaya, Cradle of Growth",0.28,523834
Brass's Bounty,0.28,73600
Lich-Knights' Conquest,0.28,56714
Fortune Teller's Talent,0.28,15452
Lifeblood Hydra,0.28,30456
Counterpoint,0.28,6435
Sarkhan's Triumph,0.28,31549
Species Specialist,0.28,36895
"Eris, Roar of the Storm",0.28,12108
Burglar Rat,0.28,39284
Goblin Artisans,0.28,420
Deepfathom Echo,0.28,9136
Paradoxical Outcome,0.28,18257
Elder Gargaroth,0.28,40231
Erebor Flamesmith,0.28,51695
Chatterstorm,0.28,29807
Blink,0.28,5190
Sage of the Beyond,0.28,23504
Verdant Catacombs,0.28,648041
Foundry Inspector,0.28,233423
Showstopping Surprise,0.28,5086
Creeping Renaissance,0.28,18823
Merciless Executioner,0.28,41805
Resplendent Angel,0.28,43846
Sylvan Anthem,0.28,45799
Demon's Disciple,0.28,45809
"Grenzo, Havoc Raiser",0.28,50052
Hurl Through Hell,0.28,21408
Reliquary Tower,0.28,1722130
Polluted Delta,0.28,666776
Reverberate,0.28,72661
Extract from Darkness,0.28,38271
Temple of the False God,0.28,554487
Courser of Kruphix,0.28,96641
Minion of the Mighty,0.28,21286
Kin-Tree Warden,0.28,796
"Tishana, Voice of Thunder",0.28,19535
Back from the Brink,0.28,1234
Hydra Broodmaster,0.28,28827
Dig Up,0.28,27529
Rooftop Bypass,0.28,11735
Sewer Rats,0.28,1032
Creative Technique,0.28,14741
Relentless Pursuit,0.28,1617
Take Up the Shield,0.28,24798
Stubborn Denial,0.28,58044
Paladin Class,0.28,29189
Arid Mesa,0.28,599063
Pawn of Ulamog,0.28,59077
Striking Sliver,0.28,21724
Communal Brewing,0.28,18881
Stinkweed Imp,0.28,37963
Soul of New Phyrexia,0.28,39205
Temur Battle Rage,0.28,69942
Hall of Heliod's Generosity,0.28,174863
Filigree Vector,0.28,22191
Leafkin Druid,0.28,20394
"Wilhelt, the Rotcleaver",0.28,27084
Templar Knight,0.28,3872
Curtains' Call,0.28,35149
Meteor Golem,0.28,117064
Fortunate Few,0.28,1403
"Faldorn, Dread Wolf Herald",0.28,30366
Southern Paladin,0.28,529
Whirler Rogue,0.28,51856
Voltaic Key,0.28,47169
Birds of Paradise,0.28,742549
Nesting Dragon,0.28,27260
Sugar Coat,0.28,2961
Exterminate!,0.28,9069
Galadhrim Brigade,0.28,25867
Spell Stutter,0.28,24469
Violent Outburst,0.27,4539
Cancel,0.27,48148
Daybreak Coronet,0.27,34616
"Hajar, Loyal Bodyguard",0.27,27254
Graham O'Brien,0.27,3675
Docent of Perfection,0.27,20990
Svyelun of Sea and Sky,0.27,26970
Basking Broodscale,0.27,29614
Vile Entomber,0.27,57708
Scavenger Grounds,0.27,194385
Throne of Geth,0.27,31111
"Krenko, Tin Street Kingpin",0.27,123498
Sandwurm Convergence,0.27,47912
Sculpting Steel,0.27,126218
Mist-Cloaked Herald,0.27,38523
Goblin Warchief,0.27,45645
"Losheel, Clockwork Scholar",0.27,74643
Tectonic Giant,0.27,48020
Sifter of Skulls,0.27,30186
Borborygmos Enraged,0.27,5025
"Grazilaxx, Illithid Scholar",0.27,60539
Coils of the Medusa,0.27,279
Combo Attack,0.27,257
Goatnap,0.27,2967
Red Cliffs Armada,0.27,49
Scout the Borders,0.27,907
Soulfire Eruption,0.27,9809
Marsh Gas,0.27,80
Abbot of Keral Keep,0.27,3165
Detention Sphere,0.27,11866
Roar of the Crowd,0.27,1275
Oath of Liliana,0.27,8573
Life's Finale,0.27,8921
Furystoke Giant,0.27,2536
Flawless Forgery,0.27,3269
Malanthrope,0.27,7820
Crypt Rats,0.27,19746
Vulturous Zombie,0.27,3268
Volcano Hellion,0.27,2625
Spell Queller,0.27,7331
Skyfire Kirin,0.27,671
Vantress Paladin,0.27,184
Krark-Clan Shaman,0.27,845
Ancient Runes,0.27,4561
Astral Cornucopia,0.27,59971
Trueheart Duelist,0.27,455
Transmogrant Altar,0.27,9183
Guardian of Ghirapur,0.27,13903
Cranial Archive,0.27,3547
Watcher for Tomorrow,0.27,13598
Halo Hunter,0.27,253
Gibbering Fiend,0.27,6199
Sadistic Glee,0.27,4099
Cranial Extraction,0.27,391
Golgari Brownscale,0.27,2238
Plasm Capture,0.27,18554
Traveling Plague,0.27,432
Retaliate,0.27,564
Ink-Treader Nephilim,0.27,1473
Spiritmonger,0.27,857
Rampaging Monument,0.27,563
Deathbellow Raider,0.27,1436
Slippery Scoundrel,0.27,4844
Battle at the Bridge,0.27,7141
Kayla's Command,0.27,4426
Aurification,0.27,3765
Krakilin,0.27,334
Flying Crane Technique,0.27,4827
Azra Oddsmaker,0.27,11905
Skyward Eye Prophets,0.27,661
Cacophony Scamp,0.27,5183
Witch Engine,0.27,609
Faultgrinder,0.27,471
Hydrosurge,0.27,277
Frontier Siege,0.27,27491
Cursed Mirror,0.27,153337
Funeral March,0.27,197
Appetite for Brains,0.27,896
"Rona, Sheoldred's Faithful",0.27,4527
Shadewing Laureate,0.27,1090
Kitchen Finks,0.27,4720
Briarberry Cohort,0.27,372
"Blaster, Combat DJ",0.27,3239
Seahunter,0.27,7841
Next of Kin,0.27,2216
Hidetsugu Consumes All,0.27,6936
Park Heights Maverick,0.27,9430
Scarab of the Unseen,0.27,557
Giant Dustwasp,0.27,333
Soul Net,0.27,400
Bamboo Grove Archer,0.27,2573
Chandra's Phoenix,0.27,4141
Bloodsoaked Altar,0.27,1641
Riders of Rohan,0.27,17016
"Saheeli, Filigree Master",0.27,10339
Curse of Vitality,0.27,5166
Winged Hive Tyrant,0.27,15880
Tower Above,0.27,545
Mana Seism,0.27,742
Vesuvan Drifter,0.27,8022
Dance of Many,0.27,3522
"Kathril, Aspect Warper",0.27,789
Succumb to the Cold,0.27,8812
Reptilian Reflection,0.27,293
Font of Magic,0.27,7491
Xenograft,0.27,5007
Words of War,0.27,760
Enemy of Enlightenment,0.27,415
Planar Birth,0.27,2024
Earthshaker Khenra,0.27,882
Samut's Sprint,0.27,10670
Belligerent Sliver,0.27,5585
Scurrid Colony,0.27,3527
Holy Mantle,0.27,11246
Spire Owl,0.27,1875
Tidewater Minion,0.27,1748
Planar Collapse,0.27,2490
"Tayam, Luminous Enigma",0.27,2470
Fiery Bombardment,0.27,72
Underhanded Designs,0.27,4799
Mystic Compass,0.27,562
Beacon Bolt,0.27,6552
Sinking Feeling,0.27,160
Sudden Strength,0.27,216
Fleshless Gladiator,0.27,594
Relic Barrier,0.27,461
Detection Tower,0.27,31589
"Intet, the Dreamer",0.27,8856
Trostani's Judgment,0.27,2162
Voidmage Apprentice,0.27,7071
Reduce to Ashes,0.27,430
Ramosian Sergeant,0.27,971
Clinging Mists,0.27,1271
Gisa's Favorite Shovel,0.27,6924
Dispossess,0.27,176
Draconic Intervention,0.27,4368
Cellar Door,0.27,1653
Spitting Image,0.27,9558
Shield of the Avatar,0.27,1352
Lost to Legend,0.27,9117
Glass of the Guildpact,0.27,4092
All Suns' Dawn,0.27,3122
Snow-Covered Plains,0.27,106284
Sculpted Sunburst,0.27,4503
Curse of Misfortunes,0.27,10145
Relic Amulet,0.27,1497
Sunblade Samurai,0.27,5435
Dryad Militant,0.27,2127
Sage's Knowledge,0.27,171
Fungal Rebirth,0.27,18667
Frondland Felidar,0.27,1753
Firemind's Foresight,0.27,6119
Dauntless Escort,0.27,13554
Diminisher Witch,0.27,440
Viridian Revel,0.27,28391
Vengeful Archon,0.27,506
Sparring Golem,0.27,113
Benevolent Bodyguard,0.27,16221
"Alharu, Solemn Ritualist",0.27,4170
"Syr Gwyn, Hero of Ashvale",0.27,1000
"Bane, Lord of Darkness",0.27,3121
Briar Hydra,0.27,4656
Awe for the Guilds,0.27,368
Vizier of the Anointed,0.27,402
Noxious Vapors,0.27,500
Beseech the Queen,0.27,28905
Annul,0.27,12803
Harald Unites the Elves,0.27,4753
Congregate,0.27,13216
Bloated Processor,0.27,9856
Wei Night Raiders,0.27,312
Spectral Shepherd,0.27,3963
Camel,0.27,349
Carrion Beetles,0.27,820
Nova Cleric,0.27,899
Luck Bobblehead,0.27,18105
Tyrant's Machine,0.27,210
Sivvi's Valor,0.27,942
Nine-Fingers Keene,0.27,8779
Reinterpret,0.27,10609
Riptide Chronologist,0.27,275
Arm with Aether,0.27,1093
Mycosynth Fiend,0.27,2325
Fall from Favor,0.27,4276
Cauldron Dance,0.27,6406
Opal Caryatid,0.27,108
Rollick of Abandon,0.27,131
Firemind's Research,0.27,5400
Goblin Firebug,0.27,187
Drana's Emissary,0.27,18033
Treetop Defense,0.27,28
Street Urchin,0.27,5828
Urza's Command,0.27,11182
Gilded Light,0.27,1757
Quiet Contemplation,0.27,2411
Haphazard Bombardment,0.27,531
Nantuko Shrine,0.27,2109
Paladin en-Vec,0.27,965
Ghostly Flicker,0.27,136811
Akki Underminer,0.27,696
Toxic Nim,0.27,1440
"Sai, Master Thopterist",0.27,99482
"Goreclaw, Terror of Qal Sisma",0.27,117052
Necron Deathmark,0.27,25411
Basim Ibn Ishaq,0.27,21287
"Red Death, Shipwrecker",0.27,9929
Case of the Uneaten Feast,0.27,12860
Parting Gust,0.27,30148
"Jason Bright, Glowing Prophet",0.27,9099
Makeshift Binding,0.27,2439
Court of Vantress,0.27,38997
Surrak Dragonclaw,0.27,38231
Brotherhood Ambushers,0.27,2709
Legion Extruder,0.27,2906
Shrieking Drake,0.27,20943
Cunning Evasion,0.27,17415
This Is How It Ends,0.27,8079
Aphetto Alchemist,0.27,21530
Leonin Relic-Warder,0.27,18190
Long-Term Plans,0.27,21138
"Takenuma, Abandoned Mire",0.27,284268
Old Stickfingers,0.27,30489
Doom Whisperer,0.27,51580
"Ezuri, Stalker of Spheres",0.27,38346
Crested Sunmare,0.27,24603
Froghemoth,0.27,19122
Assimilation Aegis,0.27,5452
Scroll of Isildur,0.27,23448
Overmaster,0.27,29324
Bloodthirsty Blade,0.27,44481
"Cayth, Famed Mechanist",0.27,12359
Vindicate,0.27,77655
Cleric Class,0.27,62628
Search for Glory,0.27,31455
Coerced to Kill,0.27,2405
Stormsplitter,0.27,18763
Vitalize,0.27,29445
Crib Swap,0.27,41894
Obelisk of Urd,0.27,32840
Zendikar's Roil,0.27,67856
Urabrask's Forge,0.27,41670
Corpsejack Menace,0.27,61239
Unstable Amulet,0.27,17995
Mountain Goat,0.27,603
Muscle Sliver,0.27,16156
Soulquake,0.27,392
Shao Jun,0.27,8641
Sandsower,0.27,233
Over the Edge,0.27,13279
Gaea's Revenge,0.27,2470
Iridescent Angel,0.27,509
Research Assistant,0.27,66
King Narfi's Betrayal,0.27,14083
Corrosive Mentor,0.27,7535
Spitting Gourna,0.27,83
Solar Blaze,0.27,7799
Dead Revels,0.27,1856
Sarkhan's Whelp,0.27,542
"Munda, Ambush Leader",0.27,1710
"Kadena, Slinking Sorcerer",0.27,514
Cartographer,0.27,474
Keepers of the Faith,0.27,64
Scaled Herbalist,0.27,12067
Algae Gharial,0.27,978
Auditore Ambush,0.27,3055
"Vhal, Candlekeep Researcher",0.27,3580
Cavalier of Dawn,0.27,17655
Prison Barricade,0.27,122
Blood Oath,0.27,219
Elite Spellbinder,0.27,3223
Hindervines,0.27,4107
Ravenous Necrotitan,0.27,847
Retreat to Valakut,0.27,2388
Giant Turtle,0.27,330
Jarad's Orders,0.27,21966
Sergeant John Benton,0.27,5846
"Tomik, Distinguished Advokist",0.27,6372
Battlewand Oak,0.27,2851
Boneyard Parley,0.27,5946
Axebane Stag,0.27,559
Mephidross Vampire,0.27,2618
Silverback Ape,0.27,1096
Indulge // Excess,0.27,10027
Firescreamer,0.27,58
Jace's Erasure,0.27,12094
Tolarian Sentinel,0.27,179
Volley Veteran,0.27,10336
Hellraiser Goblin,0.27,1744
Psychic Overload,0.27,100
Vigilant Baloth,0.27,202
Ornery Goblin,0.27,961
Feasting Hobbit,0.27,27653
Subterranean Shambler,0.27,67
World-Weary,0.27,884
Safe Passage,0.27,5689
Squirming Emergence,0.27,23944
Nyxborn Rollicker,0.27,1318
Manor Gargoyle,0.27,909
Spoils of the Vault,0.27,792
Rotating Fireplace,0.27,10966
Words of Worship,0.27,1553
Ramosian Revivalist,0.27,712
Marshmist Titan,0.27,689
Sure Strike,0.27,5773
Denizen of the Deep,0.27,887
Somberwald Sage,0.27,44475
General Ferrous Rokiric,0.27,26608
The Dalek Emperor,0.27,8148
Tower Winder,0.27,18044
Dragon's Rage Channeler,0.27,49025
Six,0.26,95209
The Lost and the Damned,0.26,21434
Anrakyr the Traveller,0.26,16039
Chef's Kiss,0.26,20067
"Frodo, Adventurous Hobbit",0.26,5290
"Wick, the Whorled Mind",0.26,192
Copy Enchantment,0.26,33589
Nezumi Informant,0.26,25256
